Input1(a);Input1(b);Input2;Input3;Input4(l);Input4(y);Input4(u);Input5(gg);Input5(p);Input5(g);Input6(j);Input6(ff);Input6(aa);Input6(e);Input6(i);Input6(x);Input6(d);Input6(c);Input6(k);Input6(cc);Input6(r);Input6(m);Input6(q);Input6(w);Input7(n);Input7(dd);Input7(o);Input7(z);Input7(j);Input7(ff);Input7(bb);Input7(h);Input7(v);Input8;Input9(f);Input9(t);Input10(f);Input10(t);Input11;Input12(t);Input12(f);Input13(p);Input13(s);Input13(g);Input14;Input15;Desired1;Desired2
0;1;16.25;0.835;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.085;0;1;1;0;0;0;1;0;1;0;200;0;1;0
0;1;21.17;0.875;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.25;1;0;1;0;0;0;1;0;0;1;280;204;1;0
0;1;23.92;0.585;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.125;1;0;1;0;0;0;1;0;0;1;240;1;1;0
0;1;17.67;4.46;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;0;1;0;1;0;80;0;1;0
1;0;16.5;1.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.25;1;0;0;1;1;0;1;0;0;1;108;98;1;0
0;1;23.25;12.625;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;0;1;2;0;1;0;0;1;0;5552;1;0
0;1;17.58;10;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.165;1;0;0;1;1;0;1;0;0;1;120;1;1;0
0;1;29.5;0.58;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.29;1;0;0;1;1;0;1;0;0;1;340;2803;1;0
0;1;18.83;0.415;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;0;1;1;0;1;0;0;1;200;1;1;0
1;0;21.75;1.75;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;160;0;1;0
0;1;23;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;1;0;320;0;1;0
1;0;18.25;10;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;120;1;1;0
0;1;25.42;0.54;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.165;1;0;0;1;1;0;1;0;0;1;272;444;1;0
0;1;35.75;2.415;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.125;1;0;0;1;2;0;1;0;0;1;220;1;1;0
1;0;16.08;0.335;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;1;160;126;1;0
1;0;31.92;3.125;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.04;1;0;0;1;2;1;0;0;0;1;200;4;1;0
0;1;69.17;9;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;0;1;1;0;1;0;0;1;70;6;1;0
0;1;32.92;2.5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.75;1;0;0;1;2;1;0;0;0;1;720;0;1;0
0;1;16.33;2.75;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.665;1;0;0;1;1;0;1;0;0;1;80;21;1;0
0;1;22.17;12.125;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.335;1;0;0;1;2;1;0;0;0;1;180;173;1;0
1;0;57.58;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6.5;1;0;0;1;1;0;1;0;0;1;0;10;1;0
0;1;18.25;0.165;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;1;0;0;1;0;280;0;1;0
0;1;23.42;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;1;0;280;0;1;0
1;0;15.92;2.875;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.085;1;0;1;0;0;0;1;0;0;1;120;0;1;0
1;0;24.75;13.665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1.5;1;0;1;0;0;0;1;0;0;1;280;1;1;0
0;1;48.75;26.335;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0
0;1;23.5;2.75;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.5;1;0;1;0;0;0;1;0;0;1;160;25;1;0
0;1;18.58;10.29;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.415;1;0;1;0;0;0;1;0;0;1;80;0;1;0
0;1;27.75;1.29;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.25;1;0;1;0;0;1;0;0;1;0;140;0;1;0
1;0;31.75;3;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;160;20;1;0
1;0;24.83;4.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;360;6;1;0
0;1;19;1.75;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.335;1;0;1;0;0;1;0;0;0;1;112;6;1;0
1;0;16.33;0.21;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;200;1;1;0
1;0;18.58;10;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.415;1;0;1;0;0;0;1;0;0;1;80;42;1;0
0;1;16.25;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;0;1;0;0;1;60;0;1;0
0;1;23;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.5;0;1;1;0;0;1;0;0;1;0;320;0;1;0
0;1;21.17;0.25;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.25;1;0;1;0;0;0;1;0;0;1;280;204;1;0
0;1;17.5;22;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;450;100000;0;1
0;1;19.17;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;500;1;0;1
0;1;36.75;0.125;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;1;0;0;0;1;232;113;0;1
0;1;21.25;1.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;0;1;0;0;1;150;8;0;1
1;0;18.08;0.375;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;10;1;0;1;0;0;1;0;0;1;0;300;0;0;1
1;0;33.67;0.375;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.375;1;0;1;0;0;0;1;0;0;1;300;44;0;1
0;1;48.58;0.205;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;0;1;0;1;11;0;1;0;0;1;380;2732;0;1
0;1;33.67;1.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1.165;1;0;1;0;0;0;1;0;0;1;120;0;1;0
1;0;29.5;1.085;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;280;13;1;0
0;1;30.17;1.085;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;170;179;1;0
0;1;34.83;2.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;0;1;0;200;0;1;0
1;0;33.25;2.5;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.5;1;0;1;0;0;1;0;0;0;1;0;2;1;0
0;1;34.08;2.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;460;16;1;0
1;0;25.25;12.5;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;180;1062;1;0
0;1;34.75;2.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5;1;0;1;0;0;0;1;0;0;1;348;0;1;0
0;1;27.67;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.165;1;0;1;0;0;1;0;0;0;1;220;251;1;0
0;1;47.33;6.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;228;1;0
1;0;34.83;1.25;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;1;0;1;0;0;1;0;0;0;1;160;0;1;0
1;0;33.25;3;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;1;0;0;1;180;0;1;0
0;1;28;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.75;1;0;1;0;0;1;0;0;0;1;300;67;1;0
1;0;39.08;4;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;0;0;1;480;0;1;0
0;1;42.75;4.085;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;108;100;1;0
0;1;26.92;2.25;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5;1;0;1;0;0;1;0;0;0;1;640;4000;1;0
0;1;33.75;2.75;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;180;0;1;0
0;1;38.92;1.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;0;1;300;2;1;0
0;1;62.75;7;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;12;1;0
0;1;26.75;4.5;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.5;1;0;1;0;0;0;1;0;0;1;200;1210;1;0
0;1;63.33;0.54;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.585;0;1;0;1;3;1;0;0;0;1;180;0;1;0
0;1;27.83;1.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2.25;1;0;0;1;1;1;0;0;0;1;100;3;1;0
1;0;26.17;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;276;1;1;0
0;1;22.17;0.585;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;100;0;1;0
0;1;22.5;11.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;1;0;0;0;1;0;4000;1;0
0;1;30.75;1.585;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.585;1;0;1;0;0;1;0;0;1;0;0;0;1;0
0;1;36.67;2;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;1;0;0;0;1;221;0;1;0
1;0;16;0.165;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;2;1;0;0;0;1;320;1;1;0
0;1;41.17;1.335;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;0;1;168;0;1;0
1;0;19.5;0.165;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;1;0;0;0;1;380;0;1;0
0;1;32.42;3;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;1;0;0;0;1;120;0;1;0
1;0;36.75;4.71;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;160;0;1;0
1;0;30.25;5.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5.5;1;0;1;0;0;1;0;0;1;0;100;0;1;0
0;1;23.08;2.5;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.085;1;0;1;0;0;1;0;0;0;1;100;4208;1;0
0;1;26.83;0.54;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;100;0;1;0
0;1;16.92;0.335;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29;1;0;1;0;0;0;1;0;1;0;200;0;1;0
0;1;24.42;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.165;1;0;0;1;2;0;1;0;0;1;320;1300;1;0
0;1;42.83;1.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;13.875;1;0;0;1;1;1;0;0;0;1;352;112;1;0
1;0;22.75;6.165;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;0;1;220;1000;1;0
0;1;39.42;1.71;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;1;0;400;0;1;0
1;0;23.58;11.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;0;0;1;0;0;0;1;20;16;1;0
0;1;21.42;0.75;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0.75;1;0;1;0;0;1;0;0;0;1;132;2;1;0
0;1;33;2.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;7;1;0;1;0;0;1;0;0;0;1;280;0;1;0
0;1;26.33;13;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;140;1110;1;0
1;0;45;4.585;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;240;0;1;0
0;1;26.25;1.54;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;100;0;1;0
1;0;20.83;0.5;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;260;0;1;0
0;1;28.67;14.5;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;0;286;1;0
0;1;20.67;0.835;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;1;0;0;1;0;240;0;1;0
0;1;34.42;1.335;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.125;1;0;1;0;0;1;0;0;0;1;440;4500;1;0
0;1;33.58;0.25;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;1;0;0;1;0;0;1;0;420;0;1;0
0;1;43.17;5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.25;1;0;1;0;0;1;0;0;0;1;141;0;1;0
1;0;22.67;7;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;0;1;160;0;1;0
1;0;24.33;2.5;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.5;1;0;1;0;0;0;1;0;0;1;200;456;1;0
1;0;56.83;4.25;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1;0;1;0;0;1;0;0;0;1;0;4;1;0
0;1;22.08;11.46;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.585;1;0;1;0;0;1;0;0;0;1;100;1212;1;0
0;1;34;5.5;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;1;0;0;0;1;60;0;1;0
0;1;22.58;1.5;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.54;1;0;1;0;0;1;0;0;0;1;120;67;1;0
0;1;21.17;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;1;0;0;0;1;0
0;1;26.67;14.585;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;178;0;1;0
0;1;22.92;0.17;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.085;1;0;1;0;0;0;1;0;1;0;0;0;1;0
0;1;15.17;7;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;600;0;1;0
0;1;39.92;5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.21;1;0;1;0;0;0;1;0;0;1;550;0;1;0
0;1;27.42;12.5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.25;1;0;1;0;0;1;0;0;0;1;720;0;1;0
0;1;24.75;0.54;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;120;1;1;0
0;1;41.17;1.25;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;0;1;0;0;1;0;195;1;0
1;0;33.08;1.625;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.54;1;0;1;0;0;1;0;0;0;1;0;0;1;0
0;1;29.83;2.04;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.04;1;0;1;0;0;0;1;0;0;1;128;1;1;0
1;0;23.58;0.585;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.125;1;0;1;0;0;0;1;0;0;1;120;87;1;0
0;1;26.17;12.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.25;1;0;1;0;0;1;0;0;0;1;0;17;1;0
0;1;31;2.085;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.085;1;0;1;0;0;0;1;0;0;1;300;0;1;0
0;1;20.75;5.085;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29;1;0;1;0;0;0;1;0;0;1;140;184;1;0
0;1;28.92;0.375;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29;1;0;1;0;0;0;1;0;0;1;220;140;1;0
1;0;51.92;6.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.085;1;0;1;0;0;1;0;0;0;1;73;0;1;0
1;0;22.67;0.335;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.75;1;0;1;0;0;0;1;0;1;0;160;0;1;0
0;1;34;5.085;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.085;1;0;1;0;0;1;0;0;0;1;480;0;1;0
1;0;69.5;6;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0
1;0;19.58;0.665;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;2000;2;1;0
0;1;16;3.125;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.085;1;0;0;1;1;0;1;0;0;1;0;6;1;0
0;1;17.08;0.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.335;1;0;0;1;4;0;1;0;0;1;160;8;1;0
0;1;31.25;2.835;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;5;0;1;0;0;1;176;146;1;0
0;1;25.17;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.25;1;0;0;1;1;0;1;0;0;1;0;22;1;0
1;0;22.67;0.79;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.085;1;0;1;0;0;0;1;0;0;1;144;0;1;0
0;1;40.58;1.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;300;0;1;0
0;1;22.25;0.46;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;1;0;0;0;1;280;55;1;0
1;0;22.25;1.25;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.25;1;0;1;0;0;0;1;0;0;1;280;0;1;0
0;1;22.5;0.125;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;200;70;1;0
0;1;23.58;1.79;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.54;1;0;1;0;0;1;0;0;0;1;136;1;1;0
0;1;38.42;0.705;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.375;1;0;0;1;2;0;1;0;0;1;225;500;1;0
1;0;26.58;2.54;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;180;60;1;0
0;1;35;2.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;210;0;1;0
