Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
1,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239,9.5
1,0.645,0.5,0.175,1.286,0.5645,0.28800000000000003,0.386,13.5
1,0.565,0.435,0.185,0.9815,0.32899999999999996,0.136,0.39,14.5
0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,11.5
1,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,10.5
1,0.6,0.46,0.17,1.1805,0.456,0.337,0.32899999999999996,12.5
1,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,10.5
0,0.535,0.445,0.125,0.8725,0.41700000000000004,0.19899999999999998,0.24,9.5
0,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062,8.5
0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,14.5
1,0.575,0.475,0.145,0.857,0.3665,0.17300000000000001,0.26899999999999996,10.5
1,0.72,0.55,0.205,2.165,1.1055,0.525,0.40399999999999997,11.5
1,0.63,0.485,0.155,1.278,0.637,0.275,0.31,9.5
1,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,13.5
0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,13.5
0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,11.5
0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,10.5
0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,12.5
0,0.6,0.475,0.15,1.13,0.575,0.196,0.305,10.5
1,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,13.5
0,0.55,0.435,0.14,0.745,0.34700000000000003,0.174,0.2265,10.5
0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,14.5
0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,19.5
0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,14.5
1,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,11.5
1,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,11.5
1,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,14.5
1,0.635,0.48,0.235,1.064,0.413,0.228,0.36,17.5
1,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,11.5
0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,13.5
1,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,12.5
1,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,13.5
0,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,14.5
0,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39,15.5
1,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,9.5
1,0.63,0.48,0.165,1.286,0.604,0.271,0.35,9.5
1,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,12.5
1,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,16.5
0,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,12.5
0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,10.5
1,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,7.5
1,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,19.5
0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,12.5
0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.26899999999999996,11.5
0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.385,14.5
1,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271,11.5
0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,9.5
1,0.525,0.415,0.135,0.7945,0.39399999999999996,0.18899999999999997,0.20199999999999999,8.5
1,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,11.5
1,0.615,0.495,0.2,1.219,0.564,0.22699999999999998,0.3885,11.5
1,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,17.5
0,0.57,0.45,0.18,0.9079999999999999,0.4015,0.217,0.255,10.5
1,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,15.5
1,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,14.5
0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,11.5
1,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,12.5
1,0.42,0.345,0.105,0.43,0.175,0.096,0.13,8.5
1,0.49,0.39,0.15,0.573,0.225,0.124,0.17,22.5
1,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,10.5
0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,10.5
1,0.55,0.45,0.17,0.81,0.317,0.157,0.22,12.5
0,0.63,0.48,0.165,1.2615,0.5505,0.27699999999999997,0.3885,11.5
1,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,12.5
1,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,8.5
1,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,5.5
0,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,12.5
1,0.515,0.405,0.13,0.722,0.32,0.131,0.21,11.5
1,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28,9.5
1,0.6,0.475,0.16,1.1640000000000001,0.5045,0.2635,0.335,13.5
0,0.655,0.545,0.185,1.7590000000000001,0.6865,0.313,0.547,12.5
1,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,11.5
1,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,12.5
1,0.495,0.38,0.12,0.474,0.19699999999999998,0.1065,0.1545,11.5
0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,11.5
1,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,15.5
0,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292,13.5
0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,15.5
1,0.58,0.43,0.13,0.7979999999999999,0.365,0.17300000000000001,0.2285,11.5
1,0.535,0.44,0.165,0.875,0.27899999999999997,0.18,0.3,11.5
0,0.485,0.4,0.155,0.731,0.23600000000000002,0.183,0.255,12.5
0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,10.5
0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,11.5
1,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,10.5
1,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,14.5
1,0.505,0.38,0.13,0.6559999999999999,0.22699999999999998,0.1785,0.22,14.5
0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,14.5
1,0.62,0.5,0.2,1.2209999999999999,0.4605,0.263,0.43,13.5
1,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,10.5
1,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,18.5
1,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,9.5
1,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13,13.5
0,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,10.5
0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,10.5
1,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,17.5
0,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17,9.5
1,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,7.5
1,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,10.5
1,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,17.5
1,0.325,0.24,0.085,0.17300000000000001,0.0795,0.038,0.05,8.5
0,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,12.5
0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,11.5
0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004,12.5
0,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,10.5
0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,11.5
0,0.62,0.48,0.23,1.0935,0.40299999999999997,0.245,0.355,15.5
0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,16.5
0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,11.5
1,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,11.5
0,0.455,0.355,1.13,0.594,0.332,0.11599999999999999,0.1335,9.5
0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,8.5
0,0.6,0.465,0.165,0.8875,0.309,0.24600000000000002,0.262,13.5
1,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,9.5
1,0.735,0.59,0.215,1.7469999999999999,0.7275,0.40299999999999997,0.557,12.5
0,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,11.5
1,0.675,0.51,0.17,1.527,0.809,0.318,0.341,12.5
1,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,11.5
1,0.58,0.47,0.165,1.041,0.54,0.166,0.27899999999999997,10.5
0,0.635,0.495,0.18,1.5959999999999999,0.617,0.317,0.37,12.5
0,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,11.5
1,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,11.5
0,0.575,0.45,0.135,0.8285,0.36200000000000004,0.1655,0.23600000000000002,11.5
1,0.58,0.45,0.175,1.068,0.425,0.203,0.32,14.5
0,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,9.5
0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,10.5
1,0.415,0.315,0.125,0.38799999999999996,0.068,0.09,0.125,13.5
0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,13.5
0,0.595,0.47,0.25,1.2830000000000001,0.462,0.2475,0.445,15.5
1,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,9.5
0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,13.5
0,0.525,0.415,0.15,0.7055,0.32899999999999996,0.147,0.19899999999999998,11.5
0,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,13.5
0,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,12.5
1,0.37,0.28,0.105,0.23399999999999999,0.0905,0.0585,0.075,10.5
0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,17.5
1,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,17.5
1,0.585,0.45,0.15,0.997,0.4055,0.28300000000000003,0.251,12.5
0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,12.5
1,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,8.5
1,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,9.5
1,0.63,0.49,0.16,1.09,0.40700000000000003,0.22399999999999998,0.354,13.5
1,0.63,0.495,0.175,1.2695,0.605,0.271,0.32799999999999996,12.5
1,0.47,0.375,0.12,0.5805,0.266,0.0935,0.16899999999999998,9.5
0,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,10.5
1,0.63,0.49,0.155,1.229,0.535,0.29,0.335,12.5
0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,18.5
0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,12.5
1,0.595,0.5,0.165,1.06,0.402,0.28,0.275,12.5
1,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,11.5
1,0.66,0.53,0.17,1.3905,0.5905,0.212,0.45299999999999996,16.5
0,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,12.5
0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,11.5
1,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,11.5
0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,10.5
1,0.38,0.29,0.12,0.28300000000000003,0.1175,0.0655,0.085,10.5
1,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,12.5
0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,11.5
1,0.58,0.45,0.14,1.013,0.38,0.21600000000000003,0.36,15.5
0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,18.5
0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,18.5
1,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,11.5
1,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255,9.5
1,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405,10.5
0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,10.5
1,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,12.5
1,0.485,0.39,0.12,0.599,0.251,0.1345,0.16899999999999998,9.5
1,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,10.5
1,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,11.5
0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,9.5
0,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45,18.5
1,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,7.5
1,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,10.5
0,0.625,0.49,0.165,1.127,0.47700000000000004,0.2365,0.3185,10.5
0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,22.5
1,0.585,0.46,0.15,1.206,0.581,0.21600000000000003,0.32299999999999995,11.5
1,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,14.5
1,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,8.5
0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,10.5
1,0.685,0.535,0.175,1.432,0.637,0.247,0.46,12.5
1,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,12.5
1,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,10.5
0,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,19.5
1,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,11.5
0,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,13.5
0,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002,12.5
1,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,15.5
1,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,15.5
1,0.525,0.4,0.17,0.7305,0.27899999999999997,0.2055,0.195,12.5
0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,10.5
1,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,13.5
1,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,10.5
0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,12.5
0,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,10.5
0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,20.5
1,0.63,0.495,0.16,1.093,0.49700000000000005,0.221,0.315,13.5
0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,12.5
1,0.505,0.39,0.115,0.5585,0.2575,0.11900000000000001,0.1535,9.5
1,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,11.5
1,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,10.5
0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,11.5
0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,14.5
0,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,9.5
0,0.63,0.515,0.16,1.3359999999999999,0.5529999999999999,0.3205,0.35,12.5
1,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,9.5
0,0.455,0.37,0.105,0.4925,0.21600000000000003,0.1245,0.135,10.5
1,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,12.5
0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,11.5
0,0.45,0.325,0.135,0.43799999999999994,0.1805,0.1165,0.11,10.5
1,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,9.5
1,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,13.5
0,0.605,0.455,0.145,0.862,0.33399999999999996,0.1985,0.3,10.5
0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,15.5
0,0.57,0.47,0.14,0.871,0.385,0.21100000000000002,0.2315,11.5
1,0.515,0.425,0.145,0.9365,0.49700000000000005,0.18100000000000002,0.2185,9.5
0,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003,10.5
0,0.475,0.365,0.115,0.5660000000000001,0.281,0.11699999999999999,0.1335,8.5
1,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,13.5
1,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,12.5
0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,10.5
1,0.61,0.47,0.165,1.052,0.498,0.242,0.267,10.5
1,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,13.5
1,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,15.5
0,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,10.5
0,0.435,0.35,0.125,0.45899999999999996,0.19699999999999998,0.1145,0.145,10.5
1,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,11.5
1,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,14.5
0,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175,9.5
1,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,9.5
1,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,14.5
1,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,22.5
1,0.655,0.58,0.205,2.0805,0.9590000000000001,0.3415,0.601,18.5
1,0.65,0.52,0.195,1.676,0.693,0.44,0.47,16.5
0,0.72,0.565,0.18,1.719,0.8465,0.40700000000000003,0.3875,12.5
0,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,24.5
0,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,12.5
1,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,11.5
1,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,12.5
1,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,16.5
1,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,10.5
1,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,20.5
0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.48200000000000004,13.5
1,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,10.5
0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,10.5
1,0.585,0.405,0.15,1.2565,0.435,0.20199999999999999,0.325,16.5
0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,10.5
0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,12.5
0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,9.5
1,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,10.5
0,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,10.5
1,0.465,0.36,0.105,0.431,0.172,0.107,0.175,10.5
0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,20.5
1,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,11.5
1,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,8.5
1,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,10.5
1,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,7.5
0,0.5,0.395,0.15,0.7145,0.3235,0.17300000000000001,0.195,10.5
1,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,10.5
0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.39799999999999996,12.5
1,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,11.5
0,0.625,0.47,0.145,0.9840000000000001,0.475,0.2,0.265,12.5
0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,17.5
0,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,9.5
1,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,12.5
0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,11.5
0,0.56,0.465,0.16,1.0315,0.43200000000000005,0.2025,0.337,10.5
0,0.595,0.465,0.15,1.0255,0.41200000000000003,0.2745,0.289,12.5
1,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245,13.5
0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,13.5
0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,11.5
1,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,10.5
0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,12.5
1,0.555,0.41,0.125,0.599,0.2345,0.1465,0.19399999999999998,9.5
0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,10.5
0,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,11.5
1,0.53,0.435,0.16,0.883,0.316,0.16399999999999998,0.335,16.5
1,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,14.5
1,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,8.5
0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,12.5
0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,12.5
1,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,11.5
0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,10.5
1,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,9.5
0,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,9.5
0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,14.5
0,0.6,0.47,0.19,1.1345,0.49200000000000005,0.2595,0.3375,11.5
1,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,12.5
0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,18.5
0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,16.5
1,0.645,0.495,0.15,1.2095,0.603,0.2225,0.33899999999999997,10.5
1,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,12.5
1,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,10.5
1,0.65,0.505,0.19,1.274,0.59,0.23,0.391,12.5
0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,11.5
0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,13.5
0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,10.5
0,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,17.5
1,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,12.5
1,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,11.5
1,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,12.5
1,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,11.5
0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,15.5
0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,9.5
0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,16.5
0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,9.5
1,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,10.5
1,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264,9.5
1,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,10.5
0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,13.5
1,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,16.5
0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,16.5
1,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,9.5
1,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,9.5
1,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,16.5
0,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275,9.5
0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,9.5
1,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,9.5
1,0.59,0.45,0.185,1.2830000000000001,0.473,0.276,0.425,17.5
1,0.595,0.455,0.145,0.9420000000000001,0.43,0.182,0.27699999999999997,12.5
0,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,10.5
1,0.45,0.335,0.125,0.349,0.11900000000000001,0.1055,0.115,11.5
0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,10.5
0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,9.5
0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,17.5
1,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,17.5
1,0.625,0.48,0.18,1.2229999999999999,0.565,0.2975,0.3375,11.5
0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,12.5
1,0.595,0.47,0.165,1.1079999999999999,0.4915,0.2325,0.3345,10.5
0,0.62,0.495,0.17,1.062,0.37200000000000005,0.213,0.34,12.5
1,0.63,0.465,0.15,1.0270000000000001,0.537,0.188,0.17600000000000002,9.5
0,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255,8.5
1,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,13.5
0,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,10.5
1,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,14.5
1,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,11.5
1,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,11.5
1,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,16.5
0,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,10.5
1,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,14.5
1,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,10.5
1,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,11.5
0,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,11.5
1,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,12.5
0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,15.5
0,0.64,0.5,0.175,1.3940000000000001,0.4935,0.29100000000000004,0.4,11.5
0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,12.5
1,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,10.5
1,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,13.5
1,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,6.5
1,0.725,0.505,0.185,1.9780000000000002,1.026,0.4255,0.4505,13.5
0,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,16.5
0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,11.5
1,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,12.5
1,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,9.5
0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,10.5
1,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,9.5
1,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.37799999999999995,12.5
1,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,13.5
0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,9.5
1,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,9.5
1,0.475,0.355,0.12,0.48,0.23399999999999999,0.1015,0.135,9.5
1,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,5.5
1,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,17.5
0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,8.5
1,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,8.5
1,0.41,0.3,0.1,0.301,0.124,0.069,0.09,10.5
1,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,11.5
1,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,10.5
0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,10.5
1,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,12.5
