fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6.2,0.31,0.34,6.4,0.03,27.0,192.0,0.9976,3.39,0.42,9.5
7.0,0.27,0.36,14.3,0.055999999999999994,39.0,143.0,0.99564,3.22,0.47,11.2
8.1,0.13,0.37,8.25,0.05,48.0,145.0,0.99126,3.25,0.43,10.1
9.4,0.28,0.19,1.3,0.04,45.0,118.0,0.99624,3.68,0.56,11.5
6.0,0.28,0.32,11.8,0.025,55.0,118.0,0.9953,3.11,0.53,10.1
8.8,0.4,0.17,18.75,0.039,65.0,209.0,0.9907600000000001,3.42,0.49,11.3
7.4,0.29,0.45,9.7,0.034,73.0,142.0,0.9901,3.43,0.43,11.1
8.2,0.37,0.0,2.7,0.052000000000000005,44.0,169.0,0.9981,3.17,0.42,11.0
6.5,0.28,0.3,5.1,0.045,16.0,84.0,0.992,3.25,0.79,10.0
7.6,0.34,0.49,17.8,0.057999999999999996,12.0,171.0,0.99182,3.4,0.46,10.1
10.7,0.23,0.48,11.8,0.045,29.0,140.0,0.9984,3.16,0.39,9.0
6.1,0.34,0.29,4.9,0.062,19.0,130.0,0.99005,3.19,0.44,12.8
6.9,0.24,0.25,1.2,0.046,33.0,100.0,0.9953700000000001,3.11,0.54,10.0
5.9,0.28,0.23,8.1,0.05,23.0,193.0,0.9903200000000001,3.6,0.46,8.8
7.0,0.38,0.3,1.5,0.031,31.0,126.0,0.9962,3.07,0.4,10.4
5.0,0.24,0.44,1.2,0.027000000000000003,20.0,99.0,0.9953,3.29,0.38,10.6
7.8,0.34,0.27,2.3,0.053,15.0,118.0,0.99046,3.03,0.38,8.5
7.6,0.36,0.3,6.1,0.031,42.0,138.0,0.99203,3.16,0.47,11.6
7.8,0.28,0.33,2.9,0.052000000000000005,39.0,123.0,0.99955,3.18,0.53,12.1
7.6,0.21,0.1,1.4,0.038,23.0,155.0,0.9923,3.25,0.6,10.9
5.5,0.23,0.67,4.9,0.039,34.0,102.0,1.0001,3.21,0.49,11.2
6.2,0.34,0.27,3.0,0.032,57.0,113.0,0.991,3.26,0.54,12.6
8.0,0.18,0.33,6.2,0.031,52.0,137.0,0.9908799999999999,3.02,0.56,10.4
5.9,0.35,0.24,5.0,0.05,35.0,79.0,0.99074,3.3,0.5,10.4
6.4,0.24,0.34,11.1,0.055999999999999994,31.0,111.0,0.9922799999999999,3.04,0.52,10.2
7.2,0.28,0.32,13.5,0.04,37.0,142.0,0.99224,2.99,0.33,10.4
7.3,0.28,0.2,1.4,0.013000000000000001,29.0,143.0,0.99544,3.17,0.49,11.3
6.8,0.2,0.3,7.2,0.046,17.0,219.0,0.9946799999999999,3.16,0.51,9.0
6.0,0.16,0.25,4.5,0.048,38.0,157.0,0.996,3.25,0.48,9.0
6.5,0.3,0.31,6.2,0.046,29.0,65.0,0.99098,3.09,0.37,9.4
5.8,0.33,0.26,7.7,0.042,52.0,149.0,0.9943,2.92,0.34,9.4
8.1,0.22,0.4,1.6,0.057999999999999996,50.0,154.0,0.9982,3.32,0.64,11.1
6.2,0.22,0.32,8.2,0.038,41.0,212.0,0.9928,3.04,0.43,9.5
8.5,0.29,0.13,6.4,0.045,54.0,80.0,1.0006,2.85,0.35,11.0
7.4,0.45,0.4,7.0,0.034,35.0,81.0,0.9987299999999999,3.16,0.54,9.4
6.3,0.22,0.32,2.1,0.032,29.0,132.0,0.99479,3.18,0.51,9.5
7.3,0.21,0.36,1.2,0.032,25.0,210.0,0.9978,3.32,0.57,11.0
7.2,0.19,0.22,3.2,0.055999999999999994,31.0,121.0,0.996,3.06,0.38,9.2
6.4,0.21,0.27,12.8,0.057999999999999996,49.0,134.0,0.99254,3.1,0.63,9.2
7.7,0.17,0.91,9.7,0.026000000000000002,15.0,183.0,1.0,3.3,0.48,12.7
5.7,0.2,0.39,1.5,0.028999999999999998,28.0,109.0,0.9938,3.16,0.54,9.2
6.8,0.39,0.47,13.0,0.027999999999999997,21.0,142.0,1.0,3.17,0.43,9.3
8.5,0.44,0.25,2.8,0.035,42.0,155.0,0.9922200000000001,3.17,0.54,11.8
7.7,0.13,0.49,7.5,0.062,34.0,96.0,0.99177,3.77,0.28,9.1
5.6,0.32,0.29,11.6,0.08,29.0,170.0,0.991,3.22,0.58,10.2
8.2,0.31,0.33,2.8,0.040999999999999995,20.0,196.0,0.996,3.0,0.58,11.3
7.2,0.38,0.3,3.2,0.021,44.0,138.0,0.9926,3.07,0.49,8.7
6.1,0.53,0.32,4.6,0.035,37.0,208.0,0.9908,3.4,0.64,8.9
9.3,0.3,0.22,5.2,0.026000000000000002,15.0,49.0,0.9934799999999999,3.23,0.46,10.55
6.7,0.33,0.2,8.9,0.055,17.0,198.0,0.9921200000000001,3.06,0.54,11.0
8.9,0.21,0.47,7.0,0.035,29.0,144.0,0.9958600000000001,3.21,0.49,10.3
9.4,0.17,0.17,1.2,0.019,29.0,85.0,0.9974200000000001,3.04,0.5,11.8
7.9,0.2,0.22,14.8,0.052000000000000005,6.0,142.0,0.9934,3.06,0.47,12.7
7.9,0.14,0.32,1.3,0.054000000000000006,61.0,124.0,0.9917,3.12,0.41,12.2
6.6,0.51,0.19,9.2,0.03,17.0,134.0,0.9917,2.99,0.42,10.8
5.2,0.22,0.74,15.6,0.036000000000000004,43.0,72.0,0.9925,3.04,0.53,10.2
6.0,0.23,0.49,13.6,0.035,40.0,114.0,0.9952,3.2,0.5,11.4
7.4,0.25,0.35,3.4,0.044000000000000004,53.0,149.0,0.99425,3.22,0.44,9.1
6.2,0.25,0.24,9.6,0.046,47.0,189.0,0.9931,3.06,0.28,9.6
6.5,0.3,0.38,4.6,0.044000000000000004,35.0,201.0,0.9901200000000001,3.18,0.37,12.6
9.1,0.3,0.33,14.0,0.059000000000000004,18.0,123.0,0.9950200000000001,3.17,0.54,10.4
5.0,0.34,0.29,0.9,0.035,53.0,120.0,0.9952,3.14,0.35,9.2
7.4,0.14,0.22,1.4,0.034,17.0,130.0,0.9922,2.99,0.71,12.0
6.8,0.12,0.42,2.6,0.031,10.0,95.0,0.9918399999999999,3.09,0.57,9.5
9.8,0.18,0.25,3.9,0.02,39.0,134.0,0.9914,3.0,0.38,11.3
7.4,0.42,0.3,1.5,0.017,27.0,111.0,0.99185,3.11,0.44,9.2
7.1,0.26,0.3,6.4,0.045,22.0,153.0,0.9917,3.03,0.45,9.1
6.9,0.25,0.38,9.65,0.046,48.0,240.0,0.9922,3.23,0.38,10.8
6.4,0.26,0.35,1.7,0.044000000000000004,33.0,184.0,0.9937799999999999,3.23,0.38,9.7
6.3,0.29,0.25,5.9,0.05,49.0,111.0,0.9958100000000001,3.2,0.48,10.9
6.8,0.4,0.36,16.4,0.044000000000000004,26.0,123.0,0.993,3.41,0.6,9.0
6.1,0.15,0.33,1.3,0.046,53.0,154.0,0.9927299999999999,3.37,0.43,9.5
6.2,0.26,0.3,14.45,0.043,41.0,130.0,0.9918600000000001,3.1,0.44,10.5
6.2,0.34,0.45,1.8,0.049,49.0,149.0,0.9976,3.01,0.46,9.5
7.5,0.25,0.28,11.7,0.057999999999999996,26.0,224.0,0.9944,3.02,0.34,12.8
8.0,0.23,0.3,1.4,0.05,19.0,117.0,0.9955,3.1,0.49,10.7
7.9,0.25,0.26,18.75,0.047,57.0,156.0,0.9928799999999999,3.19,0.55,8.9
7.2,0.23,0.45,1.1,0.049,17.0,185.0,0.9911,3.35,0.48,11.9
5.7,0.27,0.49,1.6,0.053,27.0,148.0,0.9973,3.06,0.34,9.0
6.9,0.21,0.49,2.2,0.053,19.0,114.0,0.99266,3.17,0.46,9.3
6.7,0.16,0.52,1.1,0.201,25.0,114.0,0.99046,3.11,0.4,9.2
7.3,0.42,0.24,4.9,0.040999999999999995,22.0,207.0,0.9899899999999999,3.23,0.48,9.2
6.6,0.16,0.32,6.6,0.049,47.0,243.0,0.99192,3.3,0.44,11.1
6.4,0.25,0.28,17.2,0.053,45.0,72.0,0.9914,3.3,0.67,11.2
6.1,0.17,0.38,1.4,0.037000000000000005,20.0,50.0,0.9954,3.37,0.62,12.7
8.0,0.23,0.26,1.6,0.046,42.0,73.0,0.9942,3.19,0.53,9.5
6.1,0.17,0.43,7.3,0.044000000000000004,50.0,44.0,0.9940000000000001,3.15,0.48,12.4
6.6,0.26,0.22,5.8,0.027000000000000003,27.0,93.0,0.99666,3.06,0.53,11.1
5.6,0.21,0.29,5.7,0.034,40.0,107.0,0.9913799999999999,2.93,0.66,11.8
4.8,0.18,0.32,1.1,0.046,20.0,155.0,0.99265,3.23,0.46,9.2
8.3,0.29,0.25,12.0,0.03,13.0,167.0,1.001,3.15,0.52,11.9
6.9,0.3,0.16,1.0,0.032,42.0,98.0,0.9958,3.19,0.58,13.1333333333333
7.8,0.41,0.36,5.4,0.032,16.0,113.0,0.9957799999999999,3.09,0.52,9.6
5.5,0.19,0.32,17.55,0.034,41.0,73.0,0.99287,3.23,0.54,12.3
6.8,0.33,0.39,1.6,0.044000000000000004,29.0,131.0,0.99115,3.24,0.52,9.5
6.4,0.17,0.24,8.7,0.036000000000000004,13.0,180.0,0.9954200000000001,3.15,0.38,11.4
7.4,0.28,0.36,5.4,0.044000000000000004,54.0,108.0,0.9924,3.06,0.53,11.5
6.8,0.28,0.46,1.0,0.054000000000000006,36.0,143.0,0.9956,3.1,0.52,9.4
6.8,0.2,0.3,6.9,0.040999999999999995,28.0,73.0,1.0,3.27,0.4,13.0
8.0,0.27,0.4,5.0,0.027999999999999997,49.0,173.0,0.99,3.28,0.63,10.4
6.3,0.33,0.29,1.2,0.046,26.0,124.0,0.98964,3.16,0.5,10.1
6.9,0.29,0.67,11.1,0.02,19.0,150.0,0.992,3.31,0.57,9.0
7.2,0.17,0.78,15.4,0.301,53.0,119.0,0.9958,3.36,0.46,8.6
7.5,0.39,0.18,2.5,0.18600000000000003,14.0,134.0,0.99954,3.18,0.41,10.6
6.2,0.27,0.28,10.1,0.037000000000000005,30.0,143.0,0.99534,3.49,0.43,12.6
4.9,0.15,0.2,15.2,0.03,31.0,93.0,0.9928,2.95,0.35,11.7
7.6,0.25,0.44,15.2,0.046,34.0,71.0,0.9958,3.4,0.57,10.0
7.2,0.68,0.28,1.3,0.036000000000000004,55.0,164.0,0.9953,3.1,0.45,11.2
6.6,0.31,0.23,0.9,0.025,10.0,181.0,0.9967,2.89,0.44,11.5
6.1,0.22,0.29,10.9,0.037000000000000005,44.0,120.0,0.9954200000000001,3.08,0.48,9.6
5.1,0.2,0.26,16.5,0.044000000000000004,26.0,202.0,0.9931200000000001,3.27,0.47,9.4
6.8,0.185,0.22,8.9,0.042,53.0,164.0,0.9981,3.03,0.54,8.6
5.9,0.22,0.62,1.5,0.038,35.0,166.0,0.99054,2.88,0.37,11.0
6.2,0.21,0.36,11.0,0.05,43.0,150.0,0.9939399999999999,3.05,0.55,9.6
8.6,0.54,0.32,2.85,0.034,15.0,174.0,0.9900899999999999,3.21,0.53,9.8
5.7,0.18,0.65,2.2,0.046,39.0,110.0,0.9959,3.07,0.45,9.6
5.0,0.375,0.28,4.7,0.036000000000000004,33.0,92.0,0.99272,3.17,0.49,12.8
6.5,0.33,0.49,1.2,0.042,34.0,212.0,0.9983799999999999,3.32,0.53,9.3
5.6,0.3,0.33,1.6,0.069,12.0,192.0,0.9945,3.31,0.48,11.0
8.1,0.27,0.21,16.0,0.046,5.0,155.0,0.9958,3.27,0.43,9.6
7.5,0.46,0.42,11.5,0.053,33.0,157.0,0.9965,3.04,0.53,11.1
8.2,0.24,0.12,1.1,0.054000000000000006,61.0,164.0,0.997,3.03,0.44,8.9
6.6,0.29,0.25,18.75,0.042,17.0,82.0,0.9928,3.38,0.34,9.2
5.8,0.17,0.29,8.75,0.046,44.0,169.0,0.99924,3.16,0.4,12.0
8.4,0.265,0.27,10.7,0.034,11.0,90.0,0.9952799999999999,3.0,0.81,10.5
5.8,0.27,0.49,18.8,0.048,61.0,176.0,0.9899899999999999,3.09,0.61,9.0
6.5,0.19,0.24,1.8,0.052000000000000005,16.0,148.0,0.992,3.28,0.39,9.7
6.0,0.22,0.57,1.0,0.052000000000000005,52.0,72.0,0.99326,3.33,0.96,9.5
6.5,0.39,0.23,3.6,0.04,53.0,162.0,0.9956,3.22,0.59,9.4
6.8,0.14,0.27,1.4,0.052000000000000005,49.0,124.0,0.9943700000000001,3.09,0.59,9.5
5.7,0.19,0.4,1.0,0.34600000000000003,33.0,131.0,0.9955,3.13,0.43,9.0
6.7,0.905,0.57,1.8,0.027999999999999997,38.0,173.0,0.9953200000000001,3.01,0.48,9.2
6.6,0.14,0.33,1.6,0.035,40.0,155.0,0.9953200000000001,3.11,0.64,9.7
6.4,0.27,0.27,11.6,0.035,30.0,113.0,0.9913200000000001,3.3,0.41,9.8
7.5,0.28,0.26,4.8,0.036000000000000004,22.0,102.0,0.9939,3.23,0.59,9.6
8.2,0.2,0.23,9.3,0.047,23.0,175.0,0.9958,3.02,0.44,8.7
6.3,0.26,0.22,1.8,0.083,16.0,46.0,0.9972,3.19,0.38,11.1
6.5,0.18,0.49,19.8,0.04,46.0,188.0,0.99035,3.09,0.43,10.4
6.8,0.15,0.31,7.2,0.039,12.0,143.0,0.9945,3.0,0.5,10.2
7.5,0.53,0.29,1.0,0.040999999999999995,36.0,152.0,0.99206,3.34,0.48,10.9
7.7,0.23,0.25,10.0,0.042,35.0,100.0,0.9939,3.17,0.54,12.3
8.1,0.38,0.31,1.2,0.039,17.0,157.0,0.9929,3.25,0.45,10.2
8.3,0.24,0.27,6.9,0.061,53.0,152.0,0.99698,3.16,0.5,12.6
7.8,0.14,0.31,2.2,0.031,21.0,117.0,0.9939399999999999,3.59,0.52,12.0
7.0,0.23,0.14,6.3,0.036000000000000004,18.0,136.0,0.9953700000000001,3.09,0.72,10.966666666666699
6.9,0.32,0.35,1.2,0.057,54.0,228.0,1.0,3.08,0.56,11.3
6.0,0.31,0.25,16.55,0.025,12.0,77.0,0.9932,3.19,0.47,10.2
7.6,0.15,0.34,12.6,0.048,77.0,122.0,0.9946,2.94,0.54,10.6
7.0,0.28,0.34,1.4,0.023,41.0,116.0,0.99166,3.49,0.59,12.3
6.8,0.17,0.02,10.5,0.047,20.0,153.0,0.9934,3.28,0.44,8.8
6.0,0.365,0.51,9.65,0.035,44.0,142.0,0.99582,3.2,0.58,10.1
7.6,0.32,0.28,7.5,0.02,22.0,142.0,0.992,2.99,0.52,13.0
7.5,0.32,0.42,2.0,0.046,33.0,95.0,0.99726,3.12,0.49,9.9
7.0,0.34,0.27,1.4,0.027999999999999997,46.0,117.0,0.9964,2.96,0.49,10.5
6.8,0.4,0.62,1.8,0.022000000000000002,35.0,87.0,0.9956,3.22,0.49,10.0
6.2,0.32,0.49,3.2,0.044000000000000004,7.0,197.0,0.9986,3.29,0.47,11.1
6.9,0.26,0.24,1.0,0.049,34.0,111.0,0.9902,3.23,0.36,9.6
7.6,0.33,0.37,8.2,0.046,27.0,115.0,0.9906,3.13,0.41,11.2
8.3,0.28,0.25,3.2,0.053,50.0,189.0,0.9939,3.09,0.45,9.5
5.8,0.26,0.23,1.5,0.049,21.0,154.0,0.9919399999999999,3.19,0.49,11.1
6.2,0.19,0.23,2.2,0.009000000000000001,30.0,132.0,0.9900399999999999,3.46,0.56,11.9
6.0,0.165,0.28,4.2,0.036000000000000004,44.0,95.0,0.99884,3.1,0.46,10.1
7.6,0.2,0.32,1.6,0.032,29.0,223.0,0.9955,3.34,0.41,9.9
5.6,0.5,0.29,9.7,0.035,67.0,144.0,0.9978,3.3,0.34,12.6
6.1,0.24,0.28,0.9,0.048,40.0,86.0,0.9907600000000001,3.0,0.58,11.4
6.8,0.17,0.39,7.3,0.086,63.0,92.0,0.99551,3.16,0.56,10.3
5.6,0.3,0.28,11.6,0.042,45.0,89.0,0.9929,3.15,0.43,11.9
7.1,0.48,0.4,1.4,0.049,30.0,126.0,0.9909399999999999,3.08,0.72,9.4
8.5,0.21,0.29,9.4,0.051,21.0,86.0,0.9968,3.31,0.33,12.9
6.4,0.66,0.48,12.1,0.027999999999999997,33.0,121.0,0.9927,3.41,0.46,9.4
9.6,0.21,0.26,8.2,0.049,61.0,160.0,0.9953,3.08,0.47,11.7
6.1,0.34,0.37,3.0,0.044000000000000004,6.0,116.0,0.99736,3.01,0.61,12.6
6.8,0.24,0.2,2.0,0.043,29.0,206.0,0.9907600000000001,3.02,0.59,8.9
7.7,0.27,0.32,10.9,0.05,39.0,168.0,0.9976700000000001,3.23,0.41,8.8
8.7,0.28,0.32,12.4,0.046,19.0,156.0,0.9966,3.65,0.41,10.5
6.1,0.33,0.41,15.9,0.051,9.0,212.0,1.0,3.14,0.39,11.0
9.8,0.24,0.2,5.7,0.03,39.0,161.0,0.99198,3.03,0.76,10.2
5.9,0.21,0.45,14.3,0.039,35.0,141.0,0.9965,2.98,0.46,9.6
6.5,0.28,0.8,3.3,0.035,56.0,158.0,0.99544,3.36,0.48,11.3
7.0,0.18,0.2,4.8,0.038,40.0,234.5,0.9932,3.02,0.35,12.9
7.3,0.14,0.3,1.8,0.042,29.0,143.0,0.99216,3.22,0.45,12.2
7.3,0.23,1.66,15.8,0.024,34.0,197.0,0.98956,3.03,0.67,12.8
6.7,0.345,0.31,10.7,0.034,34.0,101.0,0.99535,3.12,0.51,9.7
6.8,0.42,0.37,2.4,0.03,20.0,99.0,0.9995,3.28,0.57,11.2
7.5,0.205,0.27,1.05,0.043,21.0,147.0,0.9983,3.15,0.4,12.2
7.6,0.185,0.45,1.8,0.032,33.0,123.0,0.992,3.08,0.38,9.6
7.8,0.17,0.28,18.15,0.028999999999999998,19.0,123.0,0.9933,3.34,0.89,10.0
6.0,0.29,0.15,2.2,0.018000000000000002,68.0,199.0,0.9952,3.23,0.61,10.6
7.3,0.59,0.36,3.6,0.031,22.0,133.0,0.9989600000000001,3.11,0.36,9.0
7.2,0.16,0.3,13.6,0.034,36.0,159.0,0.9907600000000001,2.94,0.43,12.6
6.6,0.27,0.74,11.7,0.055999999999999994,26.0,171.0,0.9932,3.26,0.54,12.5
6.7,0.24,0.14,8.55,0.032,17.0,113.0,0.992,3.25,0.67,8.9
6.1,0.14,0.34,3.8,0.047,44.0,163.0,0.9989,3.12,0.45,11.9
7.3,0.28,0.18,3.0,0.037000000000000005,29.0,117.0,0.9937,3.3,0.67,9.4
6.1,0.14,0.15,1.1,0.054000000000000006,41.0,229.0,0.9895,3.36,0.51,9.5
6.1,0.22,0.3,1.4,0.05,47.0,128.0,0.9934,3.21,0.38,9.2
8.0,0.31,0.32,3.8,0.037000000000000005,5.0,117.0,0.9891399999999999,2.99,0.36,11.0
7.0,0.29,0.33,1.3,0.040999999999999995,49.0,157.0,0.9960399999999999,3.39,0.54,11.2
6.4,0.2,0.17,2.7,0.051,34.0,154.0,0.9962,3.19,0.65,10.5
6.4,0.22,0.36,1.8,0.03,29.0,174.0,0.995,3.29,0.39,11.0
7.0,0.27,0.32,1.5,0.051,53.0,143.0,1.00037,3.14,0.54,10.4
7.0,0.37,0.24,7.6,0.039,31.0,202.0,0.9953200000000001,3.15,0.46,10.6
8.0,0.2,0.34,1.2,0.046,28.0,118.0,0.9913,3.02,0.5,10.8
8.0,0.33,0.43,2.8,0.049,38.0,98.0,0.9911,3.04,0.48,13.0
6.3,0.22,0.46,1.4,0.043,55.0,40.0,0.9952,2.99,0.47,11.9
7.5,0.24,0.36,1.7,0.055999999999999994,42.0,156.0,0.9953,3.34,0.44,9.4
7.8,0.38,0.4,9.8,0.034,35.0,125.0,0.99166,3.25,0.59,10.6
6.3,0.36,0.0,8.3,0.047,50.0,160.0,0.9986,3.04,0.56,10.3
6.9,0.2,0.27,1.4,0.039,34.0,145.0,0.9961,3.23,0.38,10.0
5.5,0.35,0.34,1.4,0.053,25.0,188.0,0.99218,3.06,0.64,11.9
7.2,0.25,0.26,2.4,0.047,12.0,198.0,0.99324,3.17,0.33,10.8
6.6,0.26,0.44,3.5,0.048,49.0,130.0,0.9937,3.4,0.4,8.7
7.1,0.18,0.32,15.6,0.044000000000000004,44.0,156.0,0.9955,3.38,0.39,10.1
6.9,0.3,0.34,8.9,0.051,15.0,156.0,0.9934,3.1,0.56,9.5
6.4,0.25,0.25,8.2,0.040999999999999995,11.0,97.0,0.9928799999999999,3.11,0.6,10.6
7.6,0.17,0.19,4.8,0.052000000000000005,29.0,121.0,0.9919,3.36,0.48,9.1
6.6,0.37,0.35,1.4,0.036000000000000004,32.0,109.0,0.98944,3.18,0.6,10.5
6.8,0.27,0.07,14.6,0.073,29.0,102.0,0.9945799999999999,3.01,0.39,10.6
8.0,0.26,0.01,1.1,0.05,61.0,159.0,0.9920399999999999,3.24,0.34,12.7
6.4,0.265,0.31,8.3,0.04,47.0,243.0,0.9983,3.36,0.51,10.4
7.6,0.23,0.53,13.2,0.045,82.5,102.0,0.99444,2.9,0.69,10.1
8.3,0.41,0.25,15.6,0.047,37.0,219.0,0.9913799999999999,3.2,0.48,12.5
8.0,0.16,0.49,8.1,0.03,24.0,227.0,0.9925,3.39,0.36,12.3
6.6,0.18,0.27,1.3,0.034,40.0,142.0,0.9939100000000001,3.08,0.49,10.5
4.8,0.17,0.3,9.6,0.03,37.0,97.0,0.9979,3.15,0.32,8.8
6.3,0.18,0.18,17.75,0.031,54.0,213.0,0.99374,3.17,0.37,10.2
7.5,0.27,0.33,5.7,0.057999999999999996,22.0,140.0,0.9891200000000001,3.22,0.44,10.0
7.0,0.2,0.43,14.7,0.026000000000000002,49.0,84.0,0.99825,3.07,0.32,9.4
6.7,0.25,0.28,12.5,0.06,20.0,196.0,0.9970600000000001,3.22,0.4,11.0
6.7,0.09,0.2,2.2,0.037000000000000005,20.0,98.0,0.9994,3.16,0.56,12.2
6.4,0.22,0.12,1.7,0.053,29.0,131.0,0.9924,3.51,0.38,10.6
6.4,0.4,0.36,4.9,0.055,56.0,67.0,0.9906,3.14,0.39,10.9
6.6,0.32,0.39,15.4,0.048,29.0,145.0,0.9940000000000001,3.31,0.45,12.1
6.4,0.18,0.28,12.0,0.06,37.0,140.0,0.9916,3.3,0.67,9.0
7.0,0.34,0.49,4.6,0.046,21.0,150.0,0.9955,3.06,0.56,12.5
6.6,0.32,0.26,2.9,0.036000000000000004,22.0,72.0,0.992,3.14,0.46,11.8
6.7,0.37,0.26,6.5,0.034,21.0,131.0,0.9905700000000001,3.19,0.37,11.0
7.2,0.29,0.21,10.8,0.037000000000000005,54.0,190.0,0.9911,3.37,0.32,9.0
6.6,0.39,0.2,8.0,0.054000000000000006,25.0,72.0,0.9956,3.08,0.42,9.6
6.0,0.31,0.24,1.8,0.031,30.0,87.0,0.99792,3.32,0.55,9.9
6.4,0.23,0.3,1.3,0.049,25.0,116.0,0.9941,3.36,0.88,10.2
6.1,0.31,0.38,11.8,0.039,41.0,149.0,0.9928,3.09,0.6,10.7
6.2,0.1,1.0,10.0,0.05,61.0,147.0,0.9930399999999999,3.23,0.43,11.5
6.9,0.22,0.68,10.7,0.046,25.0,169.0,0.9936200000000001,3.26,0.34,10.2
6.8,0.33,0.38,1.2,0.038,33.0,77.0,1.0,3.09,0.46,10.6
6.6,0.33,0.22,7.9,0.057999999999999996,49.0,128.0,0.9903799999999999,3.16,0.31,9.6
5.6,0.38,0.57,2.1,0.033,13.0,140.0,0.99976,3.19,0.62,10.2
6.9,0.36,0.21,2.7,0.046,27.0,98.0,0.99839,3.24,0.38,8.7
8.6,0.24,0.26,0.9,0.052000000000000005,17.0,161.0,0.99955,3.01,0.38,9.4
7.1,0.19,0.34,15.4,0.03,39.0,91.0,0.99911,3.15,0.82,11.0
6.5,0.28,0.28,2.8,0.052000000000000005,131.0,174.0,0.9941,3.08,0.35,9.2
5.0,0.13,0.42,7.5,0.036000000000000004,32.0,92.0,0.9986,3.04,0.32,9.3
7.9,0.32,0.49,6.3,0.036000000000000004,61.0,116.0,1.00196,3.02,0.48,9.8
6.5,0.24,0.54,3.2,0.05,36.0,145.0,0.9944,3.06,0.5,11.2
7.4,0.18,0.27,8.9,0.027000000000000003,38.0,131.0,0.9978,3.06,0.74,8.5
6.3,0.12,0.37,1.4,0.024,44.0,109.0,0.99326,3.02,0.51,10.8
6.1,0.37,0.34,1.2,0.053,48.5,99.0,0.9935,3.4,0.34,9.8
6.3,0.34,0.31,1.9,0.05,39.0,108.0,0.9926799999999999,3.29,0.44,10.8
6.8,0.23,0.42,1.2,0.027999999999999997,59.0,248.0,0.9936,3.11,0.33,11.0
7.0,0.32,0.3,1.1,0.042,47.0,186.0,0.9959,3.16,0.42,8.9
7.5,0.3,0.22,7.5,0.034,29.0,98.0,0.9936200000000001,2.94,0.42,9.5
6.5,0.32,0.25,2.0,0.053,34.0,100.0,0.9939600000000001,3.13,0.61,12.0
6.6,0.45,0.09,7.6,0.027000000000000003,61.0,110.0,0.9928799999999999,3.13,0.56,10.5666666666667
7.3,0.2,0.53,11.6,0.043,26.0,128.0,0.9921200000000001,2.97,0.67,10.5
7.9,0.38,0.18,1.9,0.051,34.0,125.0,0.99459,3.06,0.5,9.6
6.2,0.27,0.38,2.0,0.021,3.0,176.0,0.99726,3.41,0.45,13.6
6.0,0.26,0.41,9.2,0.057999999999999996,34.0,212.5,0.9938799999999999,2.96,0.53,11.3
6.3,0.38,0.4,7.9,0.051,22.0,136.0,0.99718,3.16,0.63,10.4
6.8,0.41,0.49,1.3,0.152,49.0,90.0,0.9897,3.11,0.37,9.7
7.7,0.485,0.22,15.2,0.040999999999999995,20.0,156.0,0.9996,3.22,0.39,9.2
8.3,0.39,0.33,6.2,0.059000000000000004,65.0,182.0,0.9913799999999999,3.16,0.57,9.2
6.4,0.28,0.22,8.3,0.035,34.0,114.0,0.9908,3.35,0.57,9.5
6.3,0.22,0.32,2.5,0.037000000000000005,19.0,142.0,0.991,3.09,0.44,9.3
6.6,0.36,0.26,0.8,0.027000000000000003,56.0,114.0,0.98936,3.15,0.46,10.1
7.5,0.26,0.4,6.85,0.038,20.0,198.0,0.9982,3.48,0.75,12.9
7.6,0.23,0.27,4.7,0.239,42.0,160.0,0.9948,2.93,0.38,10.5
7.9,0.13,0.27,8.4,0.03,29.0,192.0,0.99439,3.49,0.67,11.4
6.3,0.31,0.4,1.4,0.054000000000000006,42.0,196.0,0.99546,2.92,0.68,9.2
7.3,0.17,0.22,6.7,0.045,32.0,93.0,0.9924,3.23,0.41,9.2
6.2,0.26,0.49,1.4,0.046,27.0,95.0,0.99884,3.25,0.6,10.0
7.1,0.3,0.28,13.1,0.028999999999999998,41.0,115.0,0.98819,3.26,0.41,12.6
5.7,0.21,0.27,16.85,0.049,45.0,106.0,0.99254,3.09,0.44,8.7
7.8,0.17,0.32,8.1,0.039,7.0,161.0,0.9941,3.16,0.35,10.0
6.4,0.595,0.32,9.8,0.039,51.0,185.0,0.992,3.29,0.3,12.7
6.9,0.22,0.56,6.3,0.03,20.0,119.0,0.9917799999999999,3.24,0.58,8.9
6.2,0.2,0.26,9.8,0.049,42.0,114.0,0.9902,3.2,0.5,9.5
6.1,0.32,0.33,12.7,0.049,50.0,150.0,0.99461,3.32,0.42,10.8
5.2,0.17,0.37,12.8,0.047,36.0,142.0,0.9938,3.08,0.38,9.9
6.0,0.28,0.04,1.2,0.036000000000000004,10.0,145.0,0.9953,3.33,0.51,9.0
5.6,0.15,0.34,7.9,0.044000000000000004,51.0,113.0,0.99924,3.76,0.49,9.5
7.4,0.25,0.24,1.4,0.035,25.0,55.0,0.9954,3.26,0.81,9.5
6.3,0.19,0.45,18.75,0.039,11.0,99.0,0.9952,3.12,0.4,12.2
5.6,0.16,0.26,1.0,0.037000000000000005,12.0,55.0,0.9986,3.1,0.55,12.1
