id,Был негативный опыт кредитов,Был позитивный опыт кредитов,Вернул кредит,Возраст,"Доход в месяц, руб",Количество кредитных карт,Количество лет на последней работе,Количество объектов недвижимости в собственности,Уровень образования
60444,0,1,1,30,466082,2,6,9,2
60445,0,1,0,39,223076,1,17,4,2
60446,0,0,0,31,19514,2,4,9,2
60447,0,0,1,54,20490,1,8,8,1
60448,0,0,0,39,17756,1,4,0,4
60449,0,0,1,44,762699,2,3,4,2
60450,0,0,1,31,20413,6,3,1,2
60451,0,1,1,27,23580,2,3,1,4
60452,0,0,1,38,18316,2,9,1,3
60453,0,1,1,39,207298,2,27,10,3
60454,0,0,1,45,98151,2,2,1,2
60455,0,0,0,34,10141,8,3,0,3
60456,1,0,1,33,113535,1,2,3,2
60457,0,0,1,19,6951,3,3,1,3
60458,0,1,1,36,214118,2,4,2,3
60459,0,1,0,40,146160,3,3,3,2
60460,0,0,1,19,478375,1,13,0,4
60461,0,1,1,19,65406,1,1,4,2
60462,0,1,0,44,21947,2,2,0,2
60463,0,1,1,37,22253,2,17,0,1
60464,0,0,0,34,21217,2,2,11,1
60465,0,0,1,41,23936,2,3,6,2
60466,0,1,1,34,23597,3,8,9,3
60467,0,0,1,28,24215,4,10,18,2
60468,0,0,1,35,80640,2,9,6,2
60469,0,1,1,29,331987,1,4,0,2
60470,0,0,1,33,19589,3,5,3,3
60471,0,1,0,33,221289,1,4,5,2
60472,0,0,0,34,281078,5,14,0,2
60473,0,1,0,47,120160,7,3,0,2
60474,0,0,0,43,23421,2,4,0,4
60475,0,1,1,35,662934,2,3,9,2
60476,0,0,1,37,17989,3,4,4,2
60477,0,1,1,45,24234,4,14,0,2
60478,0,1,1,55,7114,2,4,0,2
60479,0,1,1,33,42351,1,18,4,2
60480,1,0,1,32,20118,1,3,0,3
60481,0,1,1,26,148789,2,18,8,4
60482,0,0,1,49,20142,4,17,14,1
60483,0,0,1,34,24755,4,5,8,2
60484,0,0,1,33,449425,2,3,2,4
60485,0,1,1,19,16635,2,8,12,1
60486,0,0,1,57,22372,3,3,0,2
60487,0,1,0,51,504480,6,11,10,2
60488,0,0,1,27,100906,2,2,10,3
60489,0,0,1,36,566795,2,2,0,2
60490,0,1,1,37,237428,1,7,0,1
60491,0,1,1,46,348612,3,1,4,2
60492,0,0,0,30,11994,2,4,12,2
60493,0,1,0,50,343620,2,11,0,2
60494,0,1,1,30,546560,4,4,0,3
60495,0,0,1,46,141095,1,4,0,2
60496,0,1,1,40,721487,3,6,8,2
60497,1,1,1,28,22438,2,2,0,2
60498,0,0,0,34,13223,0,17,2,2
60499,0,1,1,31,405399,7,11,0,2
60500,0,1,1,66,380517,11,9,0,2
60501,0,1,1,53,50963,3,4,7,2
60502,0,1,1,47,25611,2,3,3,2
60503,0,1,0,55,15164,2,4,0,3
60504,0,1,1,26,24574,2,1,0,2
60505,0,0,0,26,17213,2,2,0,3
60506,0,1,1,34,321389,3,4,0,2
60507,0,0,1,28,583697,3,2,0,2
60508,0,1,0,34,22083,2,3,13,2
60509,0,1,1,35,24353,2,17,0,2
60510,0,1,1,58,16555,2,4,0,1
60511,1,0,1,28,22167,5,8,9,2
60512,0,1,0,44,124781,4,4,13,2
60513,0,1,1,31,17310,2,3,19,3
60514,0,0,1,34,13403,3,3,5,2
60515,0,1,0,44,311344,2,4,10,2
60516,0,1,1,31,22162,4,4,7,4
60517,0,0,1,46,69356,4,3,0,2
60518,0,0,1,34,18095,2,5,0,2
60519,0,1,1,27,324119,5,3,0,1
60520,0,0,1,45,529394,1,16,8,3
60521,0,0,1,44,348965,3,8,2,2
60522,0,0,1,33,252482,1,5,0,3
60523,0,0,1,27,213839,1,20,0,2
60524,0,0,1,33,589242,2,8,5,2
60525,0,1,0,26,38894,2,4,1,2
60526,1,0,0,38,221690,2,3,13,3
60527,0,1,1,33,88592,5,3,0,2
60528,0,1,1,31,16856,1,5,4,2
60529,0,1,0,37,684396,4,14,0,2
60530,1,1,0,31,13362,4,2,2,3
60531,0,0,0,34,19463,5,4,0,2
60532,0,0,1,56,356113,1,20,0,4
60533,0,1,0,45,12648,3,7,0,3
60534,0,1,1,58,20184,5,4,0,2
60535,0,0,1,25,367270,4,6,5,2
60536,0,0,1,37,19436,4,4,1,2
60537,0,0,0,35,204965,3,9,9,3
60538,0,0,1,52,292510,1,4,0,2
60539,0,0,1,47,191775,2,4,5,2
60540,0,1,1,39,12124,2,2,0,2
60541,0,0,1,29,217707,2,2,0,3
60542,0,1,0,36,14148,2,14,3,2
60543,0,1,1,35,479392,2,3,7,2
60544,0,0,0,38,21780,3,11,0,2
60545,0,1,1,55,22701,2,4,0,2
60546,0,0,1,45,218378,2,3,11,4
60547,0,0,1,44,13456,4,19,11,3
60548,0,1,1,61,441773,5,2,4,3
60549,0,1,1,35,300865,2,14,0,2
60550,0,0,1,37,87517,1,2,10,4
60551,0,0,0,36,1200,1,3,5,2
60552,0,1,1,29,12764,3,3,4,2
60553,0,0,1,29,1463,6,3,0,2
60554,0,0,1,46,117977,2,7,1,2
60555,0,1,1,58,132208,3,3,2,2
60556,0,1,1,29,20569,8,4,0,2
60557,0,1,1,29,23520,2,4,0,1
60558,0,1,1,31,284081,6,3,7,1
60559,0,0,1,33,289017,2,18,3,2
60560,0,0,1,36,23003,4,13,5,2
60561,0,1,1,35,318917,8,15,8,2
60562,0,0,0,22,21082,4,6,3,2
60563,0,0,1,36,298062,1,4,10,3
60564,0,1,1,39,5516,5,10,3,3
60565,0,0,0,43,397657,2,4,0,3
60566,0,1,0,39,16727,4,4,0,1
60567,0,0,0,34,14148,2,24,8,1
60568,0,1,1,35,81131,4,3,0,2
60569,0,0,1,30,516480,2,13,7,2
60570,1,0,1,28,12488,2,11,8,4
60571,0,0,1,32,20556,1,5,0,3
60572,0,1,1,40,83276,2,4,0,2
60573,0,0,1,35,47249,2,7,0,2
60574,0,1,1,55,17817,2,8,3,2
60575,0,1,0,48,8903,1,3,2,2
60576,0,0,1,31,17176,4,9,3,1
60577,0,0,1,25,345160,1,4,0,1
60578,0,1,1,33,16625,7,4,0,2
60579,0,0,1,34,158092,6,7,3,4
60580,1,1,1,39,15720,2,6,7,3
60581,0,1,1,43,214707,2,4,0,2
60582,0,1,1,50,17068,0,2,0,2
60583,0,1,0,31,486448,2,13,2,2
60584,0,0,0,33,504858,2,8,1,2
60585,0,1,1,23,20582,4,5,7,2
60586,0,1,1,25,101041,1,3,8,4
60587,0,1,1,35,15785,4,11,2,2
60588,1,1,1,35,213175,5,3,0,3
60589,0,1,0,24,161860,2,13,0,1
60590,0,0,1,46,479285,3,3,8,3
60591,0,1,1,54,12841,4,11,5,2
60592,0,0,0,29,7379,5,10,0,3
60593,0,0,1,28,22393,3,3,0,3
60594,1,0,1,27,599975,4,10,0,2
60595,0,1,1,37,25668,2,13,1,3
60596,0,0,1,32,18618,2,14,0,2
60597,0,0,0,52,7884,0,4,0,2
60598,0,1,1,41,20531,1,12,0,3
60599,0,1,1,43,191042,2,3,3,2
60600,0,1,1,32,74301,1,4,0,2
60601,0,1,1,39,51249,0,4,6,3
60602,0,0,1,34,17427,1,3,3,3
60603,0,1,1,30,19113,2,3,0,2
60604,0,1,1,38,519543,8,4,0,2
60605,0,0,1,36,22324,6,25,1,2
60606,1,0,1,42,246617,3,22,0,2
60607,0,0,1,51,667097,2,9,0,3
60608,0,0,1,42,230975,2,4,11,2
60609,1,0,1,32,7175,1,24,14,2
60610,1,0,1,38,75840,1,4,15,2
60611,0,0,1,51,16397,7,7,4,2
60612,0,0,1,68,24808,2,3,0,3
60613,0,0,1,33,169977,2,11,0,2
60614,0,0,0,30,24128,2,15,8,3
60615,0,0,0,46,20053,2,16,4,3
60616,0,1,1,46,22095,1,18,0,4
60617,0,1,1,31,16843,1,3,7,3
60618,0,1,0,32,25972,2,14,10,2
60619,0,1,1,47,14967,2,2,7,2
60620,1,1,0,31,294031,2,14,0,2
60621,0,1,1,29,11104,2,16,0,2
60622,0,1,1,40,14934,2,6,0,2
60623,0,1,1,43,62161,1,20,5,2
60624,0,0,1,38,13702,2,19,0,2
60625,1,1,1,34,111706,7,2,8,2
60626,0,0,0,55,11454,5,4,0,2
60627,0,0,1,34,16598,5,10,6,2
60628,0,0,1,31,920009,2,8,4,2
60629,1,1,1,43,62270,1,11,2,2
60630,0,1,1,26,11852,3,3,0,3
60631,0,0,1,65,55373,1,6,1,1
60632,0,0,1,43,158487,4,1,0,3
60633,0,0,1,51,21089,2,9,2,2
60634,1,1,0,45,12717,4,3,0,4
60635,0,1,1,46,24497,2,5,0,2
60636,0,1,0,43,15437,1,10,0,3
60637,0,0,1,48,10243,2,11,0,2
60638,0,1,0,33,22107,6,15,9,2
60639,1,1,1,33,322923,2,12,0,3
60640,0,1,1,35,17805,2,11,0,2
60641,1,1,1,37,627232,1,5,0,2
60642,0,0,1,31,21688,1,4,0,3
60643,0,1,1,37,104206,2,4,8,2
60644,0,0,1,23,456342,9,3,0,3
60645,0,0,1,42,138915,2,3,0,1
60646,0,0,0,27,883616,1,5,0,2
60647,0,0,1,31,15418,2,10,0,2
60648,0,1,1,51,245073,3,14,0,2
60649,0,1,1,39,425346,7,4,4,2
60650,0,1,1,35,546011,2,4,10,2
60651,0,0,0,43,858739,5,4,5,2
60652,0,1,0,35,158887,2,4,4,2
60653,0,1,1,43,230247,4,3,7,2
60654,0,1,1,32,17421,2,13,11,3
60655,0,1,1,47,18319,0,2,0,1
60656,0,1,1,33,10654,3,3,5,2
60657,0,0,1,28,305401,2,2,0,2
60658,0,0,1,33,20624,2,2,0,4
60659,0,0,1,41,70642,3,7,0,2
60660,0,1,1,41,502455,2,8,1,3
60661,0,1,1,30,224526,5,4,0,2
60662,0,0,1,35,9170,2,3,3,3
60663,0,1,1,29,225647,2,2,0,2
60664,0,1,1,47,22036,5,10,1,3
60665,0,1,1,34,353133,2,2,8,3
60666,0,1,1,27,22511,1,1,4,2
60667,0,0,1,34,102973,3,12,4,2
60668,0,0,0,31,260565,2,12,0,2
60669,0,0,1,36,346144,2,10,16,2
60670,0,1,0,40,34812,1,13,4,1
60671,0,1,0,39,352244,1,3,2,2
60672,0,1,0,30,27791,2,17,0,2
60673,0,0,0,28,197658,4,6,3,2
60674,0,0,1,33,17466,3,3,1,3
60675,0,1,0,66,18455,2,15,3,2
60676,0,0,1,32,14548,2,2,15,2
60677,0,1,1,28,17392,4,11,0,3
60678,0,0,0,27,8961,3,3,6,4
60679,1,0,1,32,24221,2,4,2,3
60680,1,1,1,38,693814,6,13,0,4
60681,0,0,1,35,20642,1,14,0,2
60682,0,1,1,42,360396,4,4,0,3
60683,0,1,1,31,228025,6,6,5,2
60684,0,1,1,30,20969,1,3,6,2
60685,0,0,0,34,9262,1,7,11,2
60686,0,1,0,28,97479,8,19,4,4
60687,0,1,0,36,313413,1,3,5,4
60688,1,0,1,27,10146,2,2,0,2
60689,0,1,1,30,227016,2,2,0,2
60690,0,0,1,33,20663,2,18,0,2
60691,0,1,1,46,38107,2,11,0,1
60692,0,1,1,40,20116,2,2,10,2
60693,0,0,1,28,395316,1,8,0,2
60694,1,0,0,29,157690,2,18,0,3
60695,0,0,0,34,85671,7,3,9,1
60696,0,0,0,30,18059,6,3,0,2
60697,0,1,1,34,71858,2,5,2,1
60698,0,0,0,41,193127,3,10,0,2
60699,0,0,1,34,17793,2,19,0,2
60700,0,0,1,40,22553,1,10,0,3
60701,0,0,1,34,24364,2,4,0,2
60702,0,1,1,54,314486,2,1,9,2
60703,0,1,1,44,20871,1,2,0,4
60704,0,0,1,26,184080,1,7,5,2
60705,0,1,1,34,16486,3,5,7,2
60706,0,1,1,35,19126,5,4,6,2
60707,0,1,1,52,105981,1,9,7,2
60708,0,1,1,32,349616,5,11,0,2
60709,0,0,1,30,29578,2,10,3,1
60710,0,1,1,43,462988,2,12,0,2
60711,0,0,1,41,15385,1,13,1,2
60712,0,0,1,45,135600,6,2,0,2
60713,0,0,0,33,21669,2,26,1,2
60714,0,1,0,26,24291,2,14,4,2
60715,0,1,1,46,678238,4,4,12,2
60716,0,0,1,57,90269,3,3,3,2
60717,0,1,0,26,317669,5,4,0,1
60718,0,0,1,30,20560,4,11,1,1
60719,0,0,1,32,10166,2,4,16,1
60720,1,1,1,26,702084,2,4,16,4
60721,0,0,1,50,97180,2,3,7,2
60722,0,1,0,57,420791,2,7,1,2
60723,0,1,1,45,525169,4,2,0,2
60724,0,1,1,41,23204,2,3,0,1
60725,0,1,1,30,225970,1,4,0,2
60726,0,1,0,34,24008,1,10,6,2
60727,0,1,1,40,712925,5,22,0,1
60728,0,0,0,45,597741,4,12,4,2
60729,0,0,1,47,20852,4,2,2,2
60730,0,1,1,47,455554,1,3,6,2
60731,0,0,1,45,23950,1,10,1,3
60732,0,1,1,31,68013,2,1,0,2
60733,0,1,1,32,22281,7,9,0,2
60734,0,1,0,30,18205,0,4,0,1
60735,0,0,1,30,21482,2,3,3,2
60736,0,0,0,41,60240,2,3,2,5
60737,1,0,0,33,499662,2,12,0,2
60738,1,1,0,36,8594,2,3,0,2
60739,0,0,1,31,58013,1,4,0,3
60740,0,1,0,32,430128,2,4,0,3
60741,0,0,1,50,107106,2,4,9,3
60742,0,0,1,34,17102,1,12,8,2
60743,0,1,1,33,21486,1,4,0,2
60744,0,0,0,47,168639,3,5,0,4
60745,0,0,1,40,104271,4,4,0,3
60746,0,0,1,46,184796,2,3,0,2
60747,0,0,1,43,370890,3,5,0,2
60748,0,0,1,29,179174,2,4,0,2
60749,0,0,0,35,374316,4,5,10,2
60750,1,0,1,44,123336,1,4,0,4
60751,0,1,1,52,514759,1,16,12,3
60752,0,1,0,45,433185,6,11,0,1
60753,0,1,0,24,16219,4,4,0,3
60754,0,0,1,34,23887,2,7,5,2
60755,0,1,1,32,13789,2,7,2,3
60756,0,1,0,34,212913,6,3,0,2
60757,0,1,1,40,16202,4,3,0,2
60758,0,0,1,35,327482,4,3,0,2
60759,0,1,0,32,190257,3,2,0,2
60760,0,1,1,31,21051,1,4,0,3
60761,0,0,0,30,57977,1,3,0,1
60762,0,0,1,30,17796,4,4,0,3
60763,0,1,1,41,148652,5,2,0,1
60764,0,1,0,30,22878,7,3,13,2
60765,0,0,1,31,890936,1,4,3,3
60766,0,1,1,33,22667,3,15,2,2
60767,0,0,1,32,12584,4,4,3,2
60768,0,0,1,41,368749,1,16,6,2
60769,0,0,1,33,38930,2,4,10,1
60770,0,1,1,31,35462,2,8,9,2
60771,0,0,1,39,18403,1,14,4,2
60772,0,1,1,49,556456,1,5,0,3
60773,0,1,0,58,19071,5,7,3,2
60774,0,1,1,31,24366,2,4,0,2
60775,0,1,1,40,224896,1,3,13,3
60776,0,1,0,34,304623,2,11,1,1
60777,0,0,1,37,121994,1,18,0,2
60778,0,0,1,44,20488,6,19,0,3
60779,1,1,1,51,241040,2,4,0,2
60780,0,1,0,33,20037,4,4,7,1
60781,0,0,1,33,8677,4,5,2,4
60782,0,1,0,32,90440,3,3,2,2
60783,0,0,1,30,96687,1,7,5,2
60784,0,0,1,34,102522,4,3,3,2
60785,0,1,0,47,15875,1,6,9,2
60786,0,1,1,42,19135,2,3,0,3
60787,0,0,1,35,151293,2,16,4,2
60788,0,0,1,35,19676,2,5,0,1
60789,0,0,1,56,22336,3,6,0,2
60790,1,1,1,35,27491,1,10,20,2
60791,0,1,1,44,17719,1,3,0,4
60792,0,1,0,25,23563,1,4,1,2
60793,0,0,0,38,76455,3,12,0,2
60794,0,0,0,29,387682,5,20,3,2
60795,0,0,1,35,23007,7,10,0,3
60796,0,0,1,40,15097,4,2,0,3
60797,0,1,1,44,831746,1,2,14,2
60798,0,1,1,25,14701,2,8,0,3
60799,0,0,0,57,218368,3,2,2,3
60800,0,0,1,43,139546,0,10,13,3
60801,0,0,1,44,277962,2,2,0,2
60802,0,0,1,36,23546,4,3,3,3
60803,1,1,1,42,85480,4,3,13,2
60804,0,1,1,42,17100,3,15,0,3
60805,0,0,0,44,23872,5,2,9,2
60806,0,1,1,44,137112,2,11,0,3
60807,0,1,1,26,409562,6,7,0,2
60808,0,0,1,44,189974,6,8,0,2
60809,0,1,0,50,16712,2,17,5,2
60810,0,1,1,39,19557,4,4,1,3
60811,0,1,1,36,597153,2,4,0,2
60812,0,0,0,41,257855,2,2,0,2
60813,0,0,0,36,17270,2,10,18,2
60814,0,1,1,34,22945,3,4,0,2
60815,0,0,1,33,21333,4,13,6,2
60816,0,1,1,31,21393,2,5,0,2
60817,1,0,0,22,16198,2,4,6,2
60818,0,1,1,42,284305,8,6,1,2
60819,1,1,1,28,232059,2,2,4,2
60820,0,0,1,44,20999,1,4,0,3
60821,0,0,1,44,167633,9,11,6,2
60822,0,1,1,41,20009,6,5,0,3
60823,0,1,1,32,21235,5,4,21,2
60824,0,0,1,50,17479,2,11,0,2
60825,0,1,1,29,159778,2,15,0,4
60826,0,1,0,27,524606,4,11,0,4
60827,0,1,0,35,8084,2,5,0,2
60828,0,1,1,23,38926,2,3,7,2
60829,0,0,1,47,13149,2,9,5,2
60830,0,1,0,34,19329,2,6,0,2
60831,0,0,0,48,19580,6,1,0,3
60832,0,0,1,55,23901,2,4,10,2
60833,1,1,1,34,303257,2,2,0,2
60834,0,1,1,50,14582,2,29,0,2
60835,0,1,1,27,23871,1,7,10,2
60836,0,0,1,35,24440,2,3,0,3
60837,0,1,1,52,21915,2,3,6,2
60838,0,1,1,28,241393,4,3,2,1
60839,0,0,1,53,202576,5,8,0,2
60840,0,0,1,40,266748,1,4,0,2
60841,0,0,0,29,894362,2,10,0,2
60842,0,0,1,40,127577,7,17,0,2
60843,0,1,1,34,26726,2,4,17,1
60844,0,1,1,46,13859,2,5,8,2
60845,0,1,1,29,197272,2,5,6,3
60846,0,0,1,34,114643,2,13,0,1
60847,0,1,1,40,23908,2,7,5,2
60848,0,0,0,28,23588,4,10,0,2
60849,0,0,0,28,13491,4,6,1,2
60850,0,0,1,28,73914,2,10,7,2
60851,0,0,1,32,387906,2,12,0,3
60852,0,1,1,27,17340,1,10,11,2
60853,0,1,0,30,368822,3,12,0,2
60854,0,1,1,42,181862,1,3,19,2
60855,0,1,1,32,22883,3,8,5,3
60856,0,1,0,28,12754,6,10,1,3
60857,0,0,1,48,316485,4,18,4,3
60858,0,1,1,29,20734,5,3,0,2
60859,0,1,1,55,781689,2,4,2,2
60860,0,0,1,29,20089,2,6,0,3
60861,0,0,1,36,315488,4,4,2,2
60862,1,0,1,52,102482,1,2,3,2
60863,0,0,1,32,267312,5,13,0,3
60864,0,0,1,27,248592,2,3,4,2
60865,0,0,0,38,125046,3,25,8,3
60866,0,1,1,32,21452,2,11,7,3
60867,0,0,1,36,16823,3,3,0,3
60868,0,0,1,32,414698,2,20,1,2
60869,0,0,1,29,22701,1,3,5,3
60870,0,1,1,42,14419,1,4,0,2
60871,0,0,1,33,242810,3,15,5,1
60872,0,0,1,50,203910,3,8,0,2
60873,0,1,0,31,166826,1,4,13,2
60874,0,0,1,35,53383,9,2,0,2
60875,0,1,0,38,246969,2,2,13,3
60876,0,0,1,48,22540,2,8,4,2
60877,0,0,0,33,735653,3,23,4,3
60878,0,1,0,33,16194,7,3,4,2
60879,0,0,1,43,332426,2,4,0,2
60880,0,1,1,31,356987,4,3,11,2
60881,0,0,1,34,13947,3,21,0,2
60882,0,0,0,45,22218,3,6,4,1
60883,0,0,1,30,12958,3,4,0,1
60884,0,1,0,32,21282,1,4,0,2
60885,0,0,0,24,22056,7,16,2,2
60886,0,0,1,44,21127,5,19,0,3
60887,0,0,0,32,196250,2,5,9,3
60888,0,1,0,41,23480,2,4,0,2
60889,1,1,1,33,23743,0,3,1,2
60890,0,1,1,42,20964,5,13,0,2
60891,0,0,0,56,22230,3,4,0,2
60892,0,0,0,33,76184,5,9,3,2
60893,0,1,1,47,342185,3,3,0,2
60894,1,0,0,28,15118,2,4,0,2
60895,0,0,1,36,768992,5,2,11,2
60896,0,1,0,35,224156,2,10,6,2
60897,0,1,0,47,8607,3,3,0,2
60898,1,0,0,32,21983,4,19,4,3
60899,0,1,1,52,10084,4,15,4,2
60900,0,1,0,32,327594,5,5,0,1
60901,1,0,0,33,19829,6,2,5,2
60902,0,0,1,48,20708,2,13,0,2
60903,0,1,1,35,21939,2,12,22,2
60904,0,0,0,43,17968,2,1,0,3
60905,0,1,0,33,43035,4,1,2,2
60906,0,1,1,33,214800,2,4,11,2
60907,0,0,1,23,734020,4,4,0,2
60908,0,0,0,49,19449,5,2,7,4
60909,0,0,1,49,13358,2,9,1,2
60910,0,0,0,32,509405,3,11,0,4
60911,0,1,1,23,453627,2,1,5,2
60912,0,0,1,22,24176,2,13,3,2
60913,1,1,0,34,17949,7,4,3,2
60914,1,0,0,35,15857,1,18,2,5
60915,0,0,0,32,24060,4,3,0,1
60916,0,1,1,31,19625,2,3,0,2
60917,0,1,1,35,14670,4,3,0,2
60918,0,1,1,34,300038,3,2,8,2
60919,0,1,1,33,68494,2,6,0,2
60920,0,1,1,46,393177,8,11,0,1
60921,0,0,1,28,93665,4,3,0,2
60922,0,0,0,43,27384,2,13,0,2
60923,0,1,1,49,10595,3,3,5,2
60924,0,1,1,31,20172,2,4,8,2
60925,0,0,1,50,16034,2,4,0,2
60926,0,0,1,51,412557,1,22,0,2
60927,0,0,1,35,307886,2,10,2,2
60928,0,0,1,34,63708,5,3,2,2
60929,0,1,1,30,7481,0,16,0,2
60930,0,1,1,56,16461,6,2,1,3
60931,0,1,1,20,190668,1,4,12,2
60932,0,1,1,39,430473,2,-1,0,3
60933,0,0,1,27,20604,2,7,4,2
60934,0,1,1,25,225678,2,4,4,2
60935,0,1,0,61,19190,2,4,0,3
60936,0,0,1,32,23049,3,7,0,3
60937,0,1,1,49,569220,2,10,8,1
60938,0,0,1,52,22841,1,9,0,3
60939,0,0,1,38,823500,5,15,7,4
60940,0,1,1,46,18086,10,8,12,2
60941,0,0,1,27,226259,2,4,5,3
60942,0,0,0,35,17847,5,3,0,2
60943,0,1,0,41,15467,3,7,2,2
60944,0,1,1,32,25682,2,12,0,1
60945,0,0,1,42,172217,2,3,0,2
60946,0,0,1,46,31060,5,7,0,4
60947,0,1,1,45,24463,1,1,0,2
60948,0,0,1,30,96737,2,3,7,2
60949,0,1,1,55,597067,1,13,2,4
60950,0,1,0,37,21074,1,1,0,3
60951,0,0,1,58,23395,3,3,0,4
60952,0,0,1,41,16725,2,6,0,3
60953,0,1,1,28,155903,1,17,0,2
60954,0,0,1,65,24098,2,22,0,3
60955,0,1,1,42,88933,2,9,1,2
60956,0,1,0,35,62039,7,5,0,2
60957,0,0,1,39,168009,3,13,12,2
60958,0,0,1,32,10311,8,1,0,2
60959,0,0,0,24,700054,5,14,1,2
60960,0,0,1,34,142231,2,10,0,2
60961,0,1,1,28,87971,1,4,3,2
60962,0,1,0,44,24788,1,4,0,2
60963,0,1,1,49,155982,1,5,0,3
60964,0,0,1,47,22944,1,2,0,2
60965,0,0,0,30,58708,7,19,8,2
60966,0,1,1,43,608551,2,6,0,2
60967,0,1,1,29,22960,2,13,6,2
60968,0,0,0,26,383675,1,23,3,2
60969,0,0,0,37,218809,2,8,0,2
60970,0,0,1,31,21823,1,7,0,2
60971,0,1,0,39,20720,3,19,0,2
60972,0,0,1,32,23447,2,12,0,2
60973,0,1,1,33,301370,4,3,0,3
60974,0,0,1,38,419710,1,2,0,2
60975,0,0,1,31,271134,4,8,12,3
60976,0,1,1,41,229839,2,5,8,2
60977,0,1,1,34,26885,3,7,9,2
60978,0,0,1,42,563165,4,1,11,2
60979,0,0,0,36,523643,2,3,5,2
60980,0,0,1,35,13649,7,11,5,2
60981,0,1,1,33,522503,4,2,8,1
60982,0,0,0,28,450447,3,11,10,2
60983,0,0,1,29,395467,5,11,0,4
60984,1,1,0,37,18987,0,7,10,2
60985,0,0,0,30,414985,2,3,0,2
60986,0,1,0,29,24240,8,12,3,2
60987,0,1,1,35,337992,2,2,3,2
60988,0,1,1,37,214076,2,15,0,2
60989,0,0,1,37,286058,2,12,1,2
60990,0,0,1,31,373337,0,16,3,2
60991,0,1,1,33,21062,4,5,0,3
60992,0,0,0,31,17986,4,13,2,3
60993,0,1,0,31,104395,6,2,0,2
60994,0,0,1,44,11263,2,3,8,2
60995,0,1,1,49,406961,1,13,14,2
60996,0,0,1,40,193602,2,4,3,2
60997,0,1,1,28,55446,2,3,8,2
60998,0,1,1,47,17986,2,10,0,3
60999,0,1,1,37,15747,6,16,5,2
61000,0,0,1,27,17401,9,3,5,3
61001,0,0,1,32,422204,2,7,1,2
61002,1,1,1,34,703027,2,7,9,2
61003,0,0,1,53,21274,1,4,3,3
61004,0,1,1,41,18354,2,1,6,3
61005,0,1,0,53,144194,2,1,0,2
61006,0,1,1,50,15454,4,4,0,4
61007,0,0,1,35,23044,4,3,5,2
61008,0,0,1,57,24486,2,13,1,2
61009,0,1,0,34,278195,1,12,0,2
61010,0,1,1,53,123368,1,2,0,4
61011,0,1,0,48,22112,11,3,8,2
61012,0,1,1,58,13743,3,4,13,2
61013,0,0,1,43,13008,2,12,11,3
61014,0,0,1,36,44130,1,12,0,2
61015,0,1,1,47,14708,3,3,0,2
61016,1,1,1,35,309928,3,3,4,3
61017,0,0,0,40,112741,2,8,6,2
61018,0,1,1,31,167605,2,4,10,4
61019,0,0,1,37,16465,2,24,0,2
61020,0,0,0,34,67947,2,11,4,3
61021,0,0,1,44,447126,7,13,11,2
61022,0,0,1,43,283590,6,4,3,2
61023,0,1,1,30,24859,4,3,0,3
61024,1,1,0,35,16440,4,7,0,3
61025,0,0,1,33,19209,3,4,0,4
61026,0,1,1,29,16380,3,5,0,3
61027,0,0,0,24,149734,5,4,0,2
61028,0,0,0,31,39769,2,4,0,3
61029,0,1,1,41,268027,3,3,2,2
61030,0,0,1,39,122265,2,18,7,1
61031,0,1,0,31,19261,4,15,0,3
61032,0,0,1,41,18972,3,3,11,2
61033,0,0,0,48,204065,5,1,0,2
61034,0,1,1,31,74539,2,6,9,2
61035,0,0,1,35,283245,1,2,2,3
61036,0,0,1,30,19126,1,11,0,2
61037,0,1,1,34,2414,2,10,3,1
61038,0,1,0,47,19035,2,3,0,3
61039,0,0,1,27,438053,2,3,2,3
61040,0,1,1,28,18132,3,3,0,2
61041,0,1,0,43,24199,2,4,0,2
61042,1,1,0,46,15042,1,14,0,3
61043,1,1,1,38,21437,2,3,5,2
61044,0,0,1,32,16693,1,3,0,2
61045,0,0,1,36,79561,3,4,0,2
61046,0,0,1,33,225432,2,2,6,2
61047,0,0,1,45,24716,4,19,7,4
61048,0,0,0,39,15815,1,4,3,2
61049,0,0,1,40,296111,4,8,1,3
61050,0,1,1,43,76338,2,2,0,2
61051,0,1,1,51,24125,3,3,16,2
61052,0,0,0,43,14809,2,3,0,2
61053,0,0,1,29,17425,1,3,0,3
61054,1,1,1,33,96622,3,11,0,1
61055,0,1,1,36,25655,1,2,4,2
61056,0,0,1,34,151133,5,3,0,2
61057,1,1,1,37,7302,1,4,0,2
61058,0,0,1,30,15692,1,2,4,3
61059,0,1,1,36,20481,2,4,0,2
61060,0,0,0,47,419119,2,3,4,2
61061,0,0,0,48,10409,5,4,4,2
61062,0,0,1,35,8186,4,5,0,3
61063,0,1,1,48,15688,2,7,0,2
61064,0,0,1,47,14789,2,4,0,2
61065,0,1,1,32,244695,1,26,0,2
61066,0,1,0,30,22194,2,8,12,2
61067,1,1,0,49,4076,4,12,0,2
61068,0,1,1,33,953579,2,4,0,2
61069,0,1,0,32,21425,2,10,4,3
61070,0,1,1,39,339963,3,3,1,2
61071,0,0,1,24,172037,4,4,14,4
61072,0,0,0,37,23251,4,14,0,1
61073,0,1,1,43,230451,10,2,0,2
61074,1,1,0,31,328384,2,1,0,2
